ProdID,UPC,Category,Brand,Model,Model Description,Size,Color,MSRP,MAP,Each Cost,Manufacturer Prod,COO,Discontinued,UOM,Weight,Length,Width,Height,ORMD,Product Description,Replacement,Substitute,Recently Updated,
BK1623,708752140141,Fat Bike,Surly,K3823,Ice Cream Truck Banana Candy Yellow,,Banana Candy ,1999.00,1999.00,1360.00,,TW,No,EA,50.00,56.75,32.00,11.25,No,Surly Ice Cream Truck Bike: Banana Candy Yellow LG,,,,
BK1624,708752140097,Fat Bike,Surly,K3823,Ice Cream Truck Banana Candy Yellow,,Banana Candy ,1999.00,1999.00,1360.00,,TW,No,EA,45.00,56.00,31.00,12.00,No,Surly Ice Cream Truck Bike: Banana Candy Yellow XL,,,,
BK1870,708752197060,Cyclocross Bike,Surly,K5866,Straggler 650b Bike - Blueberry Muffin ,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,34.80,52.00,9.00,30.00,No,Surly Straggler 650b Complete Bike 38cm Blueberry Muffin Top,,,,
BK1871,708752197084,Cyclocross Bike,Surly,K5866,Straggler 650b Bike - Blueberry Muffin ,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,33.80,52.50,8.25,29.25,No,Surly Straggler 650b Complete Bike 42cm Blueberry Muffin Top,,,,
BK1872,708752197107,Cyclocross Bike,Surly,K5866,Straggler 650b Bike - Blueberry Muffin ,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,34.00,53.00,30.00,8.00,No,Surly Straggler 650b Complete Bike 46cm Blueberry Muffin Top,,,,
BK1873,708752197121,Cyclocross Bike,Surly,K5866,Straggler 650b Bike - Blueberry Muffin ,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 650b Complete Bike 50cm Blueberry Muffin Top,,,,
BK1880,708752197145,Cyclocross Bike,Surly,K6090,Straggler 700c Bike - Blueberry Muffin T,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 52cm Blueberry Muffin Top,,,,
BK1881,708752197169,Cyclocross Bike,Surly,K6090,Straggler 700c Bike - Blueberry Muffin T,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 54cm Blueberry Muffin Top,,,,
BK1882,708752197183,Cyclocross Bike,Surly,K6090,Straggler 700c Bike - Blueberry Muffin T,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 56cm Blueberry Muffin Top,,,,
BK1883,708752197206,Cyclocross Bike,Surly,K6090,Straggler 700c Bike - Blueberry Muffin T,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Straggler 700c Complete Bike 58cm Blueberry Muffin Top,,,,
BK1884,708752197220,Cyclocross Bike,Surly,K6090,Straggler 700c Bike - Blueberry Muffin T,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 60cm Blueberry Muffin Top,,,,
BK1885,708752197244,Cyclocross Bike,Surly,K6090,Straggler 700c Bike - Blueberry Muffin T,,Blueberry ,1549.00,1549.00,1050.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Straggler 700c Complete Bike 62cm Blueberry Muffin Top,,,,
BK2052,708752130401,Cyclocross Bike,Surly,K6460,Straggler 700c Black,,Black,1549.00,1549.00,1050.00,BK2052,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 52cm Apex Black,,,,
BK2054,708752130395,Cyclocross Bike,Surly,K6460,Straggler 700c Black,,Black,1549.00,1549.00,1050.00,BK2054,TW,No,EA,35.26,53.00,30.50,8.00,No,Surly Straggler 700c Complete Bike 54cm Apex Black,,,,
BK2056,708752130388,Cyclocross Bike,Surly,K6460,Straggler 700c Black,,Black,1549.00,1549.00,1050.00,BK2056,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 56cm Apex Black,,,,
BK2060,708752130364,Cyclocross Bike,Surly,K6460,Straggler 700c Black,,Black,1549.00,1549.00,1050.00,BK2060,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Straggler 700c Complete Bike 60cm Apex Black,,,,
BK2210,708752130333,Fat Bike,Surly,K4769,Wednesday Complete Bike - Trevor's ,,Black,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike XS Trevor's Closet Black,,,,
BK2211,708752130326,Fat Bike,Surly,K4769,Wednesday Complete Bike - Trevor's ,,Black,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike SM Trevor's Closet Black,,,2018-04-28,
BK2212,708752130319,Fat Bike,Surly,K4769,Wednesday Complete Bike - Trevor's ,,Black,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike MD Trevor's Closet Black,,,,
BK2213,708752130302,Fat Bike,Surly,K4769,Wednesday Complete Bike - Trevor's ,,Black,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike LG Trevor's Closet Black,,,,
BK2214,708752130296,Fat Bike,Surly,K4769,Wednesday Complete Bike - Trevor's ,,Black,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike XL Trevor's Closet Black,,,2018-04-27,
BK2221,708752152465,Fat Bike,Surly,K4590,Wednesday Complete Bike - Calimocho ,,Bloody Red,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike SM Calimocho Red,,,,
BK2222,708752152397,Fat Bike,Surly,K4590,Wednesday Complete Bike - Calimocho ,,Bloody Red,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike MD Calimocho Red,,,2018-05-02,
BK2223,708752152328,Fat Bike,Surly,K4590,Wednesday Complete Bike - Calimocho ,,Bloody Red,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike LG Calimocho Red,,,,
BK2224,708752152250,Fat Bike,Surly,K4590,Wednesday Complete Bike - Calimocho ,,Bloody Red,1499.00,1499.00,1020.00,,TW,No,EA,51.00,57.00,12.00,32.00,No,Surly Wednesday Complete Bike XL Calimocho Red,,,,
BK2856,,Touring Bike,Surly,K3747,Long Haul Trucker 700c Grandpa's ,,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 56cm 700c Grandpa's Thermos,,,,
BK2858,,Touring Bike,Surly,K3747,Long Haul Trucker 700c Grandpa's ,,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 58cm 700c Grandpa's Thermos,,,,
BK2860,,Touring Bike,Surly,K3747,Long Haul Trucker 700c Grandpa's ,,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 60cm 700c Grandpa's Thermos,,,,
BK2862,,Touring Bike,Surly,K3747,Long Haul Trucker 700c Grandpa's ,,,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 62cm 700c Grandpa's Thermos,,,,
BK2942,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 42cm 26 Grandpa's Thermos,,,,
BK2946,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 46cm 26 Grandpa's Thermos,,,,
BK2950,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,37.75,53.00,8.00,31.00,No,Surly Long Haul Trucker Complete Bike 50cm 26 Grandpa's Thermos,,,2018-05-01,
BK2952,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 52cm 26 Grandpa's Thermos,,,,
BK2954,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,38.05,53.50,8.25,31.00,No,Surly Long Haul Trucker Complete Bike 54cm 26 Grandpa's Thermos,,,,
BK2956,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 56cm 26 Grandpa's Thermos,,,,
BK2958,,Touring Bike,Surly,K4478,"Long Haul Trucker 26"" Grandpa's ",,Grandpa's ,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 58cm 26 Grandpa's Thermos,,,,
BK3000,708752184411,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 42cm 26 Hi-Viz Black,,,,
BK3001,708752184435,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 46cm 26 Hi-Viz Black,,,,
BK3002,708752184459,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 50cm 26 Hi-Viz Black,,,,
BK3003,708752184473,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 52cm 26 Hi-Viz Black,,,,
BK3004,708752184497,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 54cm 26 Hi-Viz Black,,,,
BK3005,708752184510,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 56cm 26 Hi-Viz Black,,,,
BK3006,708752184534,Touring Bike,Surly,K5498,"Disc Trucker 26"" Hi-Viz Black",,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 58cm 26 Hi-Viz Black,,,,
BK3010,708752184558,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,37.65,52.00,29.25,8.00,No,Surly Disc Trucker Bike 42cm 26 Bituminous Gray,,,,
BK3011,708752184572,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,37.40,53.00,8.00,29.00,No,Surly Disc Trucker Bike 46cm 26 Bituminous Gray,,,,
BK3012,708752184596,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,38.10,52.75,29.00,7.75,No,Surly Disc Trucker Bike 50cm 26 Bituminous Gray,,,,
BK3013,708752184619,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,38.15,52.75,29.00,7.75,No,Surly Disc Trucker Bike 52cm 26 Bituminous Gray,,,,
BK3014,708752184633,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,38.35,53.50,29.00,7.75,No,Surly Disc Trucker Bike 54cm 26 Bituminous Gray,,,2018-04-26,
BK3015,708752184657,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,39.30,53.75,32.25,7.75,No,Surly Disc Trucker Bike 56cm 26 Bituminous Gray,,,,
BK3016,708752184671,Touring Bike,Surly,K5605,"Disc Trucker 26"" Bituminous Gray Bike",,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,39.50,54.50,32.00,7.75,No,Surly Disc Trucker Bike 58cm 26 Bituminous Gray,,,,
BK3042,708752130111,Touring Bike,Surly,K3474,"Disc Trucker 26"" Brilliant Blue",,Brilliant Blue,1449.00,1449.00,975.00,BK3042,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Disc Trucker Complete Bike 42cm 26 Brilliant Blue,,,,
BK3105,708752184695,Touring Bike,Surly,K5499,Disc Trucker 700c Hi-Viz Black,,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 56cm 700c Hi-Viz Black,,,,
BK3106,708752184718,Touring Bike,Surly,K5499,Disc Trucker 700c Hi-Viz Black,,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 58cm 700c Hi-Viz Black,,,,
BK3107,708752184732,Touring Bike,Surly,K5499,Disc Trucker 700c Hi-Viz Black,,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 60cm 700c Hi-Viz Black,,,,
BK3108,708752184756,Touring Bike,Surly,K5499,Disc Trucker 700c Hi-Viz Black,,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 62cm 700c Hi-Viz Black,,,,
BK3109,708752184770,Touring Bike,Surly,K5499,Disc Trucker 700c Hi-Viz Black,,Hi-Viz Black,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,8.00,32.00,No,Surly Disc Trucker Bike 64cm 700c Hi-Viz Black,,,,
BK3115,708752184794,Touring Bike,Surly,K5608,Disc Trucker 700c Bituminous Gray Bike,,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Disc Trucker Bike 56cm 700c Bituminous Gray,,,,
BK3116,708752184817,Touring Bike,Surly,K5608,Disc Trucker 700c Bituminous Gray Bike,,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Disc Trucker Bike 58cm 700c Bituminous Gray,,,2018-05-02,
BK3117,708752184831,Touring Bike,Surly,K5608,Disc Trucker 700c Bituminous Gray Bike,,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Disc Trucker Bike 60cm 700c Bituminous Gray,,,,
BK3118,708752184855,Touring Bike,Surly,K5608,Disc Trucker 700c Bituminous Gray Bike,,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Disc Trucker Bike 62cm 700c Bituminous Gray,,,,
BK3119,708752184879,Touring Bike,Surly,K5608,Disc Trucker 700c Bituminous Gray Bike,,Bituminous ,1449.00,1449.00,985.00,,TW,No,EA,30.00,54.00,32.00,8.00,No,Surly Disc Trucker Bike 64cm 700c Bituminous Gray,,,,
BK3220,708752136939,Cargo Bike,Surly,K3788,Big Dummy Soil Ant Green,,cav_master_col,2099.00,2099.00,1425.00,04-CB-,TW,No,EA,60.00,69.00,27.00,13.00,No,Surly Big Dummy Bike SM Soil Ant Green,,,,
BK3220,708752136939,Cargo Bike,Surly,K3788,Big Dummy Soil Ant Green,,Soil Ant Green,2099.00,2099.00,1425.00,04-CB-,TW,No,EA,60.00,69.00,27.00,13.00,No,Surly Big Dummy Bike SM Soil Ant Green,,,,
BK3221,708752136878,Cargo Bike,Surly,K3788,Big Dummy Soil Ant Green,,cav_master_col,2099.00,2099.00,1425.00,04-CB-,TW,No,EA,60.00,71.00,27.00,12.50,No,Surly Big Dummy Bike MD Soil Ant Green,,,,
BK3221,708752136878,Cargo Bike,Surly,K3788,Big Dummy Soil Ant Green,,Soil Ant Green,2099.00,2099.00,1425.00,04-CB-,TW,No,EA,60.00,71.00,27.00,12.50,No,Surly Big Dummy Bike MD Soil Ant Green,,,,
BK3230,708752183094,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Black,2099.00,2099.00,1425.00,,TW,No,EA,60.00,71.00,28.00,13.00,No,Surly Big Dummy Complete Bike SM Blacktacular,,,,
BK3230,708752183094,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Blacktacular,2099.00,2099.00,1425.00,,TW,No,EA,60.00,71.00,28.00,13.00,No,Surly Big Dummy Complete Bike SM Blacktacular,,,,
BK3231,708752183117,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Black,2099.00,2099.00,1425.00,,TW,No,EA,60.00,71.00,28.00,13.00,No,Surly Big Dummy Complete Bike MD Blacktacular,,,,
BK3231,708752183117,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Blacktacular,2099.00,2099.00,1425.00,,TW,No,EA,60.00,71.00,28.00,13.00,No,Surly Big Dummy Complete Bike MD Blacktacular,,,,
BK3232,708752183131,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Black,2099.00,2099.00,1425.00,,TW,No,EA,66.50,73.00,29.00,12.00,No,Surly Big Dummy Complete Bike LG Blacktacular,,,,
BK3232,708752183131,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Blacktacular,2099.00,2099.00,1425.00,,TW,No,EA,66.50,73.00,29.00,12.00,No,Surly Big Dummy Complete Bike LG Blacktacular,,,,
BK3233,708752183155,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Black,2099.00,2099.00,1425.00,,TW,No,EA,60.00,73.00,29.00,13.00,No,Surly Big Dummy Complete Bike XL Blacktacular,,,,
BK3233,708752183155,Cargo Bike,Surly,K5477,Big Dummy Blacktacular,,Blacktacular,2099.00,2099.00,1425.00,,TW,No,EA,60.00,73.00,29.00,13.00,No,Surly Big Dummy Complete Bike XL Blacktacular,,,,
BK3240,,Cargo Bike,Surly,K3748,Big Fat Dummy Tank Green,,cav_master_col,2950.00,2950.00,2000.00,,TW,No,,78.00,78.00,13.00,30.00,No,Surly Big Fat Dummy Complete Bike SM Tank Green,,,,
BK3240,,Cargo Bike,Surly,K3748,Big Fat Dummy Tank Green,,Tank Green,2950.00,2950.00,2000.00,,TW,No,,78.00,78.00,13.00,30.00,No,Surly Big Fat Dummy Complete Bike SM Tank Green,,,,
BK3241,,Cargo Bike,Surly,K3748,Big Fat Dummy Tank Green,,cav_master_col,2950.00,2950.00,2000.00,,TW,No,,78.00,78.00,13.00,30.00,No,Surly Big Fat Dummy Complete Bike MD Tank Green,,,,
BK3241,,Cargo Bike,Surly,K3748,Big Fat Dummy Tank Green,,Tank Green,2950.00,2950.00,2000.00,,TW,No,,78.00,78.00,13.00,30.00,No,Surly Big Fat Dummy Complete Bike MD Tank Green,,,,
BK3242,,Cargo Bike,Surly,K3748,Big Fat Dummy Tank Green,,cav_master_col,2950.00,2950.00,2000.00,,TW,No,,78.00,78.00,13.00,30.00,No,Surly Big Fat Dummy Complete Bike LG Tank Green,,,,
BK3242,,Cargo Bike,Surly,K3748,Big Fat Dummy Tank Green,,Tank Green,2950.00,2950.00,2000.00,,TW,No,,78.00,78.00,13.00,30.00,No,Surly Big Fat Dummy Complete Bike LG Tank Green,,,,
BK3255,708752184893,Cargo Bike,Surly,K6111,Big Fat Dummy Bliolet,,Biolet,2950.00,2950.00,2000.00,,TW,No,EA,75.00,79.00,15.00,30.00,No,Surly Big Fat Dummy Complete Bike SM Bliolet,,,,
BK3256,708752184916,Cargo Bike,Surly,K6111,Big Fat Dummy Bliolet,,Biolet,2950.00,2950.00,2000.00,,TW,No,EA,75.00,79.00,15.00,30.00,No,Surly Big Fat Dummy Complete Bike MD Bliolet,,,,
BK3257,708752184930,Cargo Bike,Surly,K6111,Big Fat Dummy Bliolet,,Biolet,2950.00,2950.00,2000.00,,TW,No,EA,75.00,77.00,14.00,30.00,No,Surly Big Fat Dummy Complete Bike LG Bliolet,,,,
BK3790,708752183179,Mountain Bike,Surly,K5532,Karate Monkey 27.5+ Hi-Viz  Black,,Hi-Viz Black,1499.00,1499.00,1020.00,,TW,No,EA,44.00,55.00,9.50,31.50,No,Surly Karate Monkey 27.5+ Bike XS Hi-Viz Black,,,,
BK3791,708752183193,Mountain Bike,Surly,K5532,Karate Monkey 27.5+ Hi-Viz  Black,,Hi-Viz Black,1499.00,1499.00,1020.00,,TW,No,EA,44.60,56.00,32.50,9.75,No,Surly Karate Monkey 27.5+ Bike SM Hi-Viz Black,,,,
BK3792,708752183216,Mountain Bike,Surly,K5532,Karate Monkey 27.5+ Hi-Viz  Black,,Hi-Viz Black,1499.00,1499.00,1020.00,,TW,No,EA,44.65,57.00,32.00,9.75,No,Surly Karate Monkey 27.5+ Bike MD Hi-Viz Black,,,,
BK3793,708752183230,Mountain Bike,Surly,K5532,Karate Monkey 27.5+ Hi-Viz  Black,,Hi-Viz Black,1499.00,1499.00,1020.00,,TW,No,EA,45.40,57.50,32.50,9.75,No,Surly Karate Monkey 27.5+ Bike LG Hi-Viz Black,,,,
BK3794,708752183254,Mountain Bike,Surly,K5532,Karate Monkey 27.5+ Hi-Viz  Black,,Hi-Viz Black,1499.00,1499.00,1020.00,,TW,No,EA,45.90,59.00,32.00,9.75,No,Surly Karate Monkey 27.5+ Bike XL Hi-Viz Black,,,,
BK3862,708752079076,Touring Bike,Surly,27204,"Long Haul Trucker 26"" Smog Silver",,Smog Silver,1275.00,1275.00,865.00,,TW,No,EA,39.00,55.00,33.00,9.00,No,Surly Long Haul Trucker Complete Bike 62cm 26 Smog Silver 9 Speed,,,,
BK5342,708752143074,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,Urban DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 42cm Urban DeGray,,,,
BK5346,708752143029,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,Urban DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 46cm Urban DeGray,,,,
BK5350,708752142978,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,Urban DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 50cm Urban DeGray,,,,
BK5354,708752142879,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,Urban DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 54cm Urban DeGray,,,,
BK5356,708752142824,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,Urban DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 56cm Urban DeGray,,,2018-04-27,
BK5364,708752142626,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 64cm Urban DeGray,,,,
BK5364,708752142626,City Bike,Surly,K4041,Cross Check Flat Bar Urban DeGray,,Urban DeGray,899.00,899.00,610.00,,TW,No,EA,34.50,54.00,8.00,32.00,No,Surly Cross Check Bike 64cm Urban DeGray,,,,
BK5550,708752107021,Touring Bike,Surly,K6121,"Long Haul Trucker 26"" Black",,Black,1275.00,1275.00,850.00,BK5550,TW,No,EA,34.50,54.00,32.00,8.00,No,Surly Long Haul Trucker Complete Bike 50cm 26  Black 10-Speed,,,,
BK6342,708752107151,Touring Bike,Surly,K1382,"Long Haul Trucker 26"" Cakipants",,Cakipants,1275.00,1275.00,865.00,BK6342,TW,No,EA,35.00,52.75,30.25,7.75,No,Surly Long Haul Trucker Complete Bike 42cm 26 Cakipants 10 Speed,,,,
BK6346,708752107168,Touring Bike,Surly,K1382,"Long Haul Trucker 26"" Cakipants",,Cakipants,1275.00,1275.00,865.00,BK6346,TW,No,EA,34.50,54.00,32.00,8.00,No,Surly Long Haul Trucker Complete Bike 46cm 26 Cakipants 10 Speed,,,,
BK6358,708752107212,Touring Bike,Surly,K1382,"Long Haul Trucker 26"" Cakipants",,Cakipants,1275.00,1275.00,865.00,BK6358,TW,No,EA,34.50,54.00,32.00,8.00,No,Surly Long Haul Trucker Complete Bike 58cm 26 Cakipants 10 Speed,,,,
BK7300,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 42cm 26 Blacktacular,,,,
BK7301,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,36.40,53.00,8.00,30.25,No,Surly Long Haul Trucker Complete Bike 46cm 26 Blacktacular,,,2018-05-01,
BK7302,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,36.75,52.50,8.25,30.25,No,Surly Long Haul Trucker Complete Bike 50cm 26 Blacktacular,,,,
BK7303,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 52cm 26 Blacktacular,,,,
BK7304,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 54cm 26 Blacktacular,,,,
BK7305,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,38.00,55.50,8.00,33.00,No,Surly Long Haul Trucker Complete Bike 56cm 26 Blacktacular,,,2018-04-28,
BK7306,,Touring Bike,Surly,K4482,"Long Haul Trucker 26"" Blacktacular",,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 58cm 26 Blacktacular,,,,
BK7315,,Touring Bike,Surly,K4589,Long Haul Trucker 700c Blacktacular,,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 56cm 700c Blacktacular,,,,
BK7316,,Touring Bike,Surly,K4589,Long Haul Trucker 700c Blacktacular,,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 58cm 700c Blacktacular,,,,
BK7317,,Touring Bike,Surly,K4589,Long Haul Trucker 700c Blacktacular,,Black,1275.00,1275.00,865.00,,TW,No,,34.50,54.00,8.00,32.00,No,Surly Long Haul Trucker Complete Bike 60cm 700c Blacktacular,,,,
